Country,Region,Year,Month,Type_of_Tourism,Tourist_Arrivals,Sales,Profit,Average_Spend_Per_Visitor,Operating_Costs,Marketing_Spend,Number_of_Hotels,Tourism_Sector_Employment,Satisfaction_Score
Australia,Western Europe,2022,June,Medical,98602,352819.72,165241.97,4383.49,137652.22,18966.75,4972,70784,6.68
Switzerland,Western Europe,2022,September,Adventure,162832,125005.61,277462.99,3735.95,47944.88,35586.03,4066,14460,7.68
Canada,North America,2021,October,Medical,25988,995570.7,190601.74,2340.61,99599.94,17834.95,621,15120,2.72
UK,Australia,2021,April,Leisure,263692,327439.09,432532.99,2408.56,63809.96,13546.84,2303,78372,2.32
UK,Australia,2020,May,Medical,349632,367960.98,321010.25,3085.94,50786.78,20198.98,846,93216,5.51
Spain,North America,2021,September,Eco-tourism,281057,829514.35,477649.19,3936.07,180195.53,22535.75,2110,45881,6.96
Germany,Western Europe,2023,April,Adventure,173419,805279.35,404646.43,3970.29,94416.83,38002.02,3060,12118,9
Spain,North America,2020,October,Eco-tourism,213475,639906.22,283380.13,2885.53,172411.11,26476.95,2331,1992,3.97
Netherlands,Western Europe,2022,May,Medical,102515,707339.54,446891.25,4308.63,170154.15,49694.99,3597,13097,4.68
Italy,Australia,2021,July,Eco-tourism,334013,769100.51,9619.13,4570.63,123872.65,46837.42,4580,7165,4.46
France,North America,2020,June,Leisure,438247,539246.96,161035.01,1348.21,156532.26,46147.38,4288,4667,3.12
UK,Australia,2023,October,Medical,111440,517063.09,473048.04,4578.57,106665.77,37738.71,3281,24561,7.42
Italy,Western Europe,2021,September,Eco-tourism,35944,544416.24,5197.89,4867.76,127551.62,8143.8,4401,44842,2.23
Germany,Western Europe,2020,September,Leisure,181453,497584.34,450137.76,3227.36,150590.19,48535.84,718,90710,4.16
Switzerland,Australia,2020,January,Eco-tourism,237419,750757.65,151270.3,1846.25,6859.49,19419.94,4060,62690,3.95
Switzerland,Australia,2022,August,Eco-tourism,148502,836819.64,321853.64,3455.67,162818.43,35701.38,4770,27543,9.31
Australia,Australia,2023,February,Leisure,293316,929716.72,116047.4,4373.28,102683.92,42868.91,3076,56994,4.45
Canada,Australia,2023,February,Adventure,282670,970668.91,90797.9,642.18,38301.48,9865.01,247,60105,2.64
Italy,North America,2023,August,Eco-tourism,239302,733008.28,412063.08,4372.86,40388.76,14510.63,2338,77355,1.5
UK,Western Europe,2023,February,Cultural,266602,444118.78,115168.67,2801.56,42548.87,27974.78,801,54743,4.78
Spain,Australia,2022,October,Medical,15044,13524.84,117562.22,4723.85,80535.54,11772.28,1784,72967,4
Germany,North America,2023,October,Adventure,135154,568792.77,334508.38,1019.57,185781.4,29532.96,3299,19560,3.61
Australia,Australia,2020,December,Cultural,230932,776717.75,226111.93,3604.88,166928.28,43636.24,1011,73669,1.08
France,North America,2021,April,Medical,45873,89806.5,459835.47,2110.91,10865.16,42893.17,552,16367,6.57
Australia,North America,2022,January,Leisure,230279,83397.92,270511.39,936.2,127533.15,12965.56,3778,97622,1.99
Germany,Australia,2023,October,Medical,70025,932102.1,27431.53,2503.07,79451.55,36109.84,4149,32909,7.49
Spain,Western Europe,2023,April,Cultural,18943,584462.66,445228.79,2656.05,169165.96,42749.57,4738,13174,1.06
Italy,Australia,2023,July,Eco-tourism,33028,518567.29,127849.26,1818.64,156388.03,19990.28,2334,43866,1.31
France,Australia,2020,March,Cultural,17789,690959.42,28467.24,1071.73,27396.25,9035.33,744,44431,8.59
Netherlands,Western Europe,2022,March,Cultural,483532,226637.61,70544.1,1974.53,38677.9,46327.89,861,71640,3.38
Spain,North America,2023,June,Leisure,328034,599551.99,23291.56,3562.26,44304.22,27686.33,1631,37140,5.06
Italy,North America,2021,April,Cultural,361002,244357.28,187511.6,3726.51,63312.75,18479.4,1466,13931,6.76
Spain,North America,2023,January,Medical,48050,700467.29,429845.46,3971.93,198982.27,42623.07,3254,87258,3.96
France,Western Europe,2023,August,Eco-tourism,98708,314934.13,420429.03,4907.96,34373.46,27477.69,1343,43897,1.37
Germany,North America,2023,August,Adventure,475863,511384.79,18211.02,1764.63,10098.88,1340.86,3415,13519,4.2
USA,Western Europe,2022,February,Leisure,216417,336197.91,400483.95,2751.57,184364.81,29133.76,4132,32713,9.22
Italy,Australia,2020,April,Eco-tourism,148927,193374.96,106722.87,2658.1,156255.08,18492.69,1681,44994,2.58
Netherlands,Australia,2022,July,Cultural,190674,694442.29,441767.32,1796.79,6893.7,27338.43,3068,36123,6.24
Netherlands,Australia,2021,April,Leisure,37879,864976.95,106756.7,2533.04,184080.61,38605.57,1884,52877,4.94
Italy,Western Europe,2023,March,Leisure,417285,386202.44,272151.84,2487.55,190423.32,29998.4,1229,34503,3.11
Germany,Australia,2021,August,Adventure,237448,866948.92,121213.13,2736.63,151973.69,45309.58,3848,24197,2.19
Spain,North America,2021,November,Cultural,69248,903438.56,38262.46,1180.73,98420.35,3478.76,4667,53056,8.99
Switzerland,Western Europe,2020,May,Eco-tourism,76375,774526.09,353970.14,3573.88,115788.35,1071.48,3638,55352,4.45
Netherlands,North America,2021,October,Adventure,441525,653620.63,228427.77,2141.08,50467.44,47263.93,4131,72866,6.31
Canada,Western Europe,2021,January,Adventure,29000,181386.37,16000.18,699.48,5367.19,45604.27,3879,17955,3.58
UK,Australia,2021,December,Adventure,401358,377403.84,141007.29,3807.51,117894.32,37605.09,3698,49127,2.75
Italy,Western Europe,2021,January,Cultural,175393,129465.82,232220.88,4619.17,62176.41,23419.13,234,44895,5.21
Italy,North America,2021,March,Eco-tourism,112158,805392.18,52954.1,2034.39,84769.16,45516.02,2241,95382,6.21
Italy,North America,2021,March,Leisure,341897,385873.22,192863.81,4337.53,128175.8,41824.52,4493,47357,6.65
Canada,North America,2021,October,Cultural,374505,411205.11,103268.64,1746.83,179687.54,16022.23,236,34127,7.64
France,Australia,2023,October,Eco-tourism,340979,305695.25,232753,4334.82,164757.29,2950.25,3425,15777,9.76
Spain,North America,2022,March,Medical,166368,544271.91,377295.86,1813.65,133070.76,15248.86,3884,66340,6.02
France,Australia,2023,October,Eco-tourism,274325,160046.48,177003.08,3220.53,174490.18,15416.42,4840,23201,1.36
Germany,Australia,2021,August,Adventure,248072,834249.09,470984.49,2840.81,77245.99,32951.41,611,17823,9.31
Netherlands,North America,2023,January,Medical,488407,755507.71,327427.12,3836.83,85666.02,3279.51,677,93401,1.11
Germany,North America,2022,February,Cultural,64423,524072.78,472226.19,4024.89,89157.94,15562.44,2068,70613,8.3
Canada,North America,2021,November,Medical,314999,755076.77,385386.36,1643.17,195030.71,2609.41,1101,3263,5.79
Canada,North America,2020,November,Eco-tourism,100780,779351.06,264548.64,1398.76,171744.5,23332.21,3098,17245,3.54
France,Australia,2023,June,Adventure,296980,686253.65,457967.76,1874.73,142286.6,35928,2916,35868,9.78
Canada,North America,2021,October,Leisure,183639,955036.17,177410.6,3206.11,42628.8,40330.38,1611,19265,9.38
Germany,Australia,2020,January,Leisure,422361,292294.13,464715.2,4306.72,148915.43,47796.69,4403,94009,8.41
Germany,Australia,2023,May,Cultural,220582,734915.07,262963.88,4792.76,18409.62,45557.31,2541,3926,1.81
France,North America,2023,July,Leisure,204993,269213.15,430233.62,3741.41,44490.22,8176.45,2390,5386,3.35
UK,Australia,2020,August,Cultural,100426,471920.29,376665,1310.3,63376.42,31887.92,4350,63460,2.63
Australia,North America,2022,February,Leisure,105613,966225.77,492342.09,1416.66,72556.65,1232.51,3127,14876,2.88
Germany,Australia,2021,February,Cultural,386614,679728.98,338822.58,2198.42,41471.87,35781.95,2901,97661,7.32
France,Western Europe,2023,December,Adventure,412179,788685.04,183217.98,754.96,170038.01,28309.41,1019,24714,8.07
Switzerland,North America,2022,January,Adventure,282776,990047.67,207140.17,4783.87,35440.08,28722.04,1694,12308,7.22
France,Western Europe,2022,June,Cultural,171992,420900.25,326583.09,4391.47,166254.99,8992.24,2303,4700,8.44
Italy,Western Europe,2020,April,Adventure,222799,411614.77,493991.91,2791.4,154427.33,5625.67,963,22640,5.1
USA,North America,2021,March,Leisure,287834,934675.59,232032.66,1389.14,96445.54,41771.03,638,28820,5.11
Netherlands,Western Europe,2022,August,Leisure,475814,869249.93,312284.92,1387.35,157183.48,23621.46,2349,87532,6.12
USA,Australia,2023,March,Medical,143323,666175.48,194296.36,3358.17,71023.75,31180.45,4444,21959,6.03
UK,Western Europe,2022,August,Eco-tourism,123229,102964.31,137829.73,4425.3,117210.89,13687.3,4871,8517,5.13
USA,Western Europe,2023,May,Eco-tourism,149711,892345.58,209122.85,2388.5,24311.53,12353.19,217,44936,4.05
Spain,Western Europe,2022,October,Adventure,159047,791516.75,497854.04,672.42,42309.41,32896.21,1745,61518,3.28
Germany,Australia,2020,April,Eco-tourism,253076,610063.59,150794.72,3610.61,130126.84,14123.74,2576,64462,3.85
Italy,Australia,2023,July,Leisure,271609,162086.72,411517.53,4957.22,136677.93,31145.69,172,99262,9.15
Italy,North America,2020,February,Leisure,208189,522645.5,450696.94,3740.65,88953.1,28311.18,1294,4317,8.24
USA,North America,2021,January,Medical,282362,938097.03,65634.95,2953.93,40742.95,37383.9,1091,98497,7.11
Australia,Western Europe,2022,August,Adventure,318283,437125.17,370730.05,3647.83,28165.78,40038.93,3077,62425,9.93
Canada,North America,2021,May,Cultural,165903,623991.45,180468.64,3529.03,22321.81,22168.2,1695,68977,2.35
France,Western Europe,2022,December,Eco-tourism,212212,468320.9,285628.82,989.1,88236.93,15561.63,1484,16097,5.58
Canada,Australia,2022,April,Adventure,397199,497215.62,337409.62,2077.97,21134.55,49691.86,4697,69917,4.34
Australia,Western Europe,2021,July,Cultural,438922,949612.45,279192.82,4873.08,101398.37,7914.71,3626,69140,5.82
Spain,Western Europe,2023,December,Leisure,441720,101696.66,498328.57,1480.51,109047.38,47069.42,4965,33539,3.56
Italy,Australia,2022,July,Medical,117247,58924.18,65663.59,678.07,84302.33,41679.6,2533,18472,4.46
France,Western Europe,2023,July,Cultural,435847,575055.68,243997.48,602.96,192842.46,32830.59,3061,12419,3.92
Netherlands,Western Europe,2022,April,Adventure,173875,539331.06,61319.76,1955.59,17581.54,46507.28,3682,79679,4.27
Switzerland,Western Europe,2022,August,Medical,33493,793218.01,289627.74,4217.61,27330.45,36697.49,1124,75428,5.84
USA,Australia,2021,November,Leisure,153590,535613.46,324239.49,2820.88,111453.48,24431.16,3929,22271,5.84
Spain,North America,2023,March,Cultural,361605,970734.65,260355.24,3519.49,9933.08,43305.71,2206,59548,6.01
Italy,North America,2020,May,Adventure,296262,988757.65,151096.62,3026.48,65463.37,27412.28,4650,92052,6.82
USA,Western Europe,2023,December,Cultural,18867,530689.43,125717.61,2881.44,151131.38,46149.6,3467,17328,1.33
Australia,North America,2022,September,Adventure,182630,806196.65,51407.65,2880.04,12784.2,40730.02,4749,27475,7.76
Netherlands,Australia,2023,November,Cultural,318243,987739.86,179492.43,2403.94,198409.1,26929.32,1743,23366,3.42
USA,North America,2022,June,Leisure,78161,321719.61,224649.83,1154.81,10446.75,26166.8,2237,44876,2.68
Australia,North America,2020,March,Medical,179194,489050.83,231972.03,2593.2,50403.25,6822.79,3880,21796,8.46
Australia,Australia,2021,October,Medical,252668,173924.34,61529.24,773.01,73868.7,18562.07,1427,66587,4.71
Switzerland,Australia,2020,October,Leisure,253741,594464.43,318923.66,4522.25,173540.74,11658.08,3395,53469,10
Italy,Western Europe,2023,March,Cultural,322587,577313.87,150399.36,1326.86,39659.34,33916.44,1504,52656,4.86
Australia,North America,2020,August,Adventure,41401,989771.77,465064.31,2350.94,7714.86,31805.27,1235,64791,6.49
Netherlands,Western Europe,2021,July,Adventure,424874,803396.78,126929.4,1880.54,147954.68,16905.64,4894,43751,1.3
Switzerland,North America,2023,September,Cultural,182727,609948.47,68173.26,2819.14,149182.98,32746.71,4794,66440,3.43
Canada,Western Europe,2020,October,Adventure,372524,199945.35,379351.99,2864.1,195145.11,6686.26,3405,21526,7.14
Spain,North America,2023,November,Leisure,344458,782322.32,20194.66,1901.16,13723.14,37565.27,1573,14204,3.11
USA,North America,2021,May,Leisure,448853,737916.48,462683.53,4163.37,148415.34,39577.01,3180,26028,4.04
Italy,North America,2021,October,Eco-tourism,490291,987224.66,411796.7,4369.37,179449.73,40074,159,6892,6.55
Spain,North America,2022,August,Cultural,70836,635343.34,499704,3229.77,167678.97,37377.89,3714,14820,5.15
UK,Australia,2021,August,Eco-tourism,145770,566741.35,276139.45,2923.44,62680.57,48572.42,204,49565,4.22
France,North America,2020,May,Leisure,398573,251024.8,416972.26,4704.77,56157.42,44672.52,4322,56717,4.42
Italy,Australia,2023,May,Medical,308122,722584.35,488402.98,1011.77,168125.25,30212.48,1292,13663,8.19
Switzerland,North America,2020,August,Cultural,86136,124371.47,24675.34,2878.14,140293.49,10551.64,1413,69455,5.27
Spain,Western Europe,2020,July,Leisure,484420,624781.77,290807.24,3876.11,164042.78,3836.98,1376,22399,9.26
Spain,Australia,2020,July,Adventure,459209,103445.47,141172.36,4882.03,22612.72,8701.34,4547,65064,7.92
Germany,North America,2021,September,Eco-tourism,91417,463454.95,249862.53,4356.52,70414.83,28212.85,3837,55219,8.99
USA,Australia,2021,April,Medical,470265,844503.86,472972.88,3294.18,170952.92,10250.27,227,43521,3.09
France,Western Europe,2022,February,Cultural,428864,800294.28,493769.87,4886.85,197396.74,17953.1,4064,86796,9.73
France,North America,2021,November,Leisure,15836,656856.17,336740.97,4030.85,24758.83,45506.42,2910,3033,7.3
Italy,Western Europe,2020,November,Cultural,154548,978159.7,405326.39,1492.52,37681.77,38984.88,1843,42904,5.85
Italy,Western Europe,2022,October,Leisure,109347,646631.95,342414.3,2997.88,152754.87,45120.32,2330,11546,1.96
Germany,Western Europe,2020,July,Cultural,337173,153605.12,267212.03,3298,116986.36,41436.17,1080,45295,5.44
France,Western Europe,2023,September,Leisure,435549,334912.05,331696,1508.75,165699.79,18937.34,2621,32536,5.26
Germany,Western Europe,2022,September,Cultural,434802,433966.81,175338.64,3812.55,20974.99,19241.2,2621,26004,5.68
Italy,Western Europe,2020,March,Cultural,168602,868492.9,157728.2,1531.06,93741.42,2194.7,741,71190,1.7
Switzerland,Australia,2020,August,Eco-tourism,378871,482074.07,324701.48,3070.64,190731.17,5043.86,1912,78394,5.24
Canada,Australia,2020,November,Leisure,455783,786123.72,300275.93,2194.63,196490.07,8460.19,1998,28589,9.44
Germany,North America,2020,January,Adventure,114308,290338.79,296245.49,1804.28,158292.79,37866.69,3184,38562,5.27
Switzerland,Australia,2021,June,Eco-tourism,436345,245137.02,83831.36,2318.98,121070.01,9584.87,4651,56701,5.24
Australia,Western Europe,2022,January,Eco-tourism,166542,534669.48,314169.99,2611.36,10711.29,48831.18,555,80452,2.31
USA,Western Europe,2022,February,Eco-tourism,384673,613165.52,423530.84,2689.53,185082.43,41355.52,3503,22039,7.81
Germany,North America,2022,August,Adventure,45417,545272.48,210319.13,1392.23,88548.3,4976.33,1021,71325,5.43
France,Australia,2020,April,Eco-tourism,297231,189399.26,433334.29,2607.28,142199.11,10766.09,991,26395,2.16
Switzerland,North America,2020,June,Cultural,92146,984315.77,331751.88,925.23,150749.58,23337.29,4803,24654,2.62
Italy,Australia,2023,December,Cultural,319888,625368.91,138808.81,3675.26,45687.24,29311.41,4380,50217,8.65
USA,Australia,2021,July,Eco-tourism,418140,692096.73,98449.24,4291.89,28456.91,45908.43,1710,57371,4.09
Canada,Australia,2022,April,Eco-tourism,158569,696737.06,365446.43,3894.66,164148.6,14538.71,4427,95460,3.25
UK,Western Europe,2022,December,Leisure,372974,911700.14,83436.7,2130.87,109095.66,42109.9,3072,32413,8.21
Germany,North America,2021,August,Medical,458360,623484.95,24500.85,4053.54,46009.11,32056.67,3949,74175,7.55
UK,North America,2022,October,Cultural,104355,65683.29,85564.46,1288.2,198590.5,31104.52,1381,32388,2.74
USA,Australia,2022,December,Leisure,329928,84684.56,333722.65,2228.2,39135.71,1205.69,956,99439,1.51
France,Western Europe,2023,July,Cultural,209380,718504.75,268626.01,2712.48,81761.14,38320.27,3850,36596,2
Italy,Australia,2020,October,Cultural,280201,977899.32,302372.46,2332.79,121517.86,10071.39,1821,32036,8.59
Australia,Australia,2021,September,Adventure,288429,228878.85,171074.05,2459.24,59364.26,8130.68,3999,67176,3.01
Italy,North America,2023,November,Eco-tourism,153326,869699.72,389129.49,3560.56,110765.23,35457.6,961,21418,6.81
Spain,North America,2023,March,Leisure,115321,145181.25,281505.44,1427.74,82973.19,40129.29,1204,86928,5.77
Germany,Australia,2022,January,Medical,156945,692012.25,76297.85,2106.97,129506.98,1771.37,990,73271,8.49
USA,Australia,2021,June,Leisure,45062,522261.61,99132.65,1470.66,59584.2,31904.8,2105,24782,4.21
Switzerland,Australia,2023,April,Adventure,473485,806933.7,468099.77,943.03,72992.77,46495.26,1972,40918,3.35
Germany,Western Europe,2020,February,Leisure,415142,741112.69,81628.2,824.18,168392.59,11573.79,1852,37849,4.4
Spain,North America,2020,December,Medical,467287,944694.46,292601.01,2732.45,59990.43,40688.45,4909,74666,9.96
Italy,Australia,2020,December,Eco-tourism,40708,482327.22,39776.95,973.75,101756.99,33046.97,2091,13931,6.96
Germany,Western Europe,2023,March,Adventure,426532,124927.22,163139.13,3970.86,162769.04,31497.35,3957,67207,7.92
Germany,North America,2021,June,Cultural,199008,114818.09,44288.09,1224.94,162980.23,4802.31,3609,48346,4.3
Italy,Western Europe,2021,January,Medical,482907,856200.44,383276.67,3050.9,145535.95,38921.19,3024,81494,9.96
Canada,Western Europe,2021,March,Eco-tourism,487105,275896.65,77997.74,4378.76,139352.94,23025.23,928,64224,3.37
Switzerland,Australia,2020,January,Medical,187816,421474.83,412304.09,2085.88,90773.56,11443.47,3129,87970,4.81
USA,Western Europe,2021,May,Leisure,100572,258923.99,184516.8,1829.89,106598.44,27281.9,2089,31593,8.04
UK,North America,2022,February,Leisure,105264,885705.19,345833.84,1652.11,17101.99,35875.9,2364,59997,2.24
Netherlands,Australia,2021,June,Cultural,72791,77644.29,377862.37,3785.45,139687.83,16489.21,3584,4774,1.49
Spain,Australia,2023,April,Adventure,470156,361676.29,195352.95,3147.39,13730.01,34979.12,1518,48163,6.33
Italy,North America,2023,September,Medical,430631,574470.99,322973.29,4461.89,24016.79,15483.05,4226,67551,7.69
UK,Australia,2020,May,Cultural,177035,74268.37,355318.46,4794.28,143935,17361.05,3489,34286,3.1
Italy,Western Europe,2021,July,Medical,415651,785402.17,495529.94,1414.08,25016.11,5859.33,4609,68617,9.3
UK,Australia,2023,August,Adventure,251824,570296.95,409981.91,2177.2,179822.05,10967.84,2335,9569,1.96
Canada,North America,2020,February,Leisure,477637,836900.24,197101.06,4527.57,98477.11,35663.39,64,35734,5.39
USA,Western Europe,2020,November,Adventure,21448,816457.5,458101.79,2842.28,151344.02,44864.52,4179,19142,1.91
Spain,Western Europe,2023,March,Cultural,104801,449507.62,124327.69,3677.77,126924.47,10414.77,2178,20305,5.24
Canada,North America,2020,October,Eco-tourism,97105,617002.26,483664.2,2896.61,49156.94,19478.24,3199,49261,9.23
Netherlands,North America,2020,June,Leisure,164359,735034.37,277624.44,1037.54,104368.95,18997.48,1350,17491,9.88
Germany,Australia,2023,October,Medical,476963,334298.8,410577.37,2985.47,56478.86,34492.37,260,20661,2.91
Germany,Western Europe,2022,December,Cultural,37423,804213.95,316137.57,1435.75,124770.88,15690.2,2492,45919,8.97
Germany,North America,2022,January,Cultural,227335,175226.36,101843.27,2664.98,168203.54,39313.83,1290,37720,4.12
Italy,Australia,2021,November,Eco-tourism,453533,697099.41,211266.89,3742.61,30567.27,21626.23,2431,53963,7.13
Australia,Western Europe,2023,September,Eco-tourism,410170,854282.06,12407.75,1546.09,49248.09,18637.79,380,76313,5.85
UK,Australia,2020,August,Eco-tourism,497971,537443.56,412652.65,2262.06,164984.29,40320.29,3360,21922,3.23
Canada,North America,2023,March,Eco-tourism,145947,418179.27,251700.37,4158.34,60211.72,45648.36,4910,71119,5.96
Canada,Western Europe,2023,December,Medical,353979,40663.11,164855.33,4659.25,195470.61,3033.76,491,66431,9.17
Netherlands,Australia,2020,May,Eco-tourism,303261,505006.26,222026.78,610.19,7683.91,30551.12,1610,35949,5.77
Italy,North America,2022,November,Leisure,185485,368772.5,123883.6,2523.48,38359.3,49381.33,3849,2446,3.82
Italy,Western Europe,2021,February,Cultural,36781,981048.47,460323.63,1233.13,10313.9,7799.06,1502,20014,6.5
Germany,Western Europe,2023,April,Cultural,325103,344102.33,445082.58,732.9,75134.7,11210.3,1540,86780,5.85
Spain,Australia,2023,October,Leisure,284716,975061.04,416933.53,2651.47,90915.77,37416.03,901,34993,4.57
Spain,North America,2022,October,Eco-tourism,191591,148802.4,16590.37,2700.42,183123.95,17016.62,3953,17435,9.05
Germany,North America,2021,January,Cultural,180924,103578.2,313638.27,3467.71,193317.36,15361.23,2220,15503,9.55
Australia,North America,2022,March,Adventure,419060,371763.85,309382.04,1003.6,197781.05,46386.66,4874,75580,4.28
France,Australia,2022,May,Medical,71153,906382.15,208691.93,1854.74,189633.73,36778.61,903,20689,9.71
UK,Australia,2022,July,Leisure,406577,18845.98,52309.42,518.82,185306.31,36272.66,175,39057,2.88
Switzerland,North America,2021,November,Leisure,329345,255416.77,446825.09,3960.49,173620.75,18262.69,359,63083,2.19
Germany,Australia,2021,October,Leisure,461582,878411.36,67601.68,1606.65,109064.47,4037.14,674,3874,9.02
Australia,North America,2021,July,Leisure,90532,685108.65,192730.75,1922.75,6587.37,40706.26,3330,62149,4.6
Italy,North America,2020,March,Eco-tourism,355072,296696.79,106979.3,2031.37,117535.62,7015.35,1251,50942,7.92
Australia,Australia,2022,December,Adventure,363112,295006.3,211405.94,3423.47,42964.27,3285.15,3338,11230,7.06
UK,Australia,2020,November,Medical,315349,388796.44,298537.3,871.94,56484.55,48850.51,2442,74722,1.82
Australia,Australia,2020,May,Adventure,381095,729134.16,315020.02,4360.08,94992.88,10302.79,4261,51854,6.45
USA,Australia,2023,January,Leisure,36673,166084.46,105252.93,3233.01,103643.74,12580.48,3022,95724,4.19
Canada,Western Europe,2022,February,Medical,304695,216354.08,178002.65,3255.46,199019.96,42755.14,1349,62955,6.03
France,Australia,2022,February,Leisure,422467,979980.34,225895.39,2961.39,70555.94,41731.34,448,83144,8.48
USA,Australia,2023,October,Cultural,134052,947012.13,195181.45,675.56,187328.64,19240.38,276,54626,6.82
Spain,Western Europe,2021,September,Medical,129179,870577.49,169425.16,3749.87,78302.75,43019.81,104,98629,2.27
Spain,Western Europe,2020,November,Cultural,353034,707377.61,23325.45,3427.7,18727.71,6101.94,1407,4731,1.33
USA,Australia,2022,January,Leisure,429494,567315.54,79839.45,3446.67,173446.91,45429.79,4448,45937,5.57
UK,North America,2023,September,Medical,97433,875024.87,388181.5,1363.78,157250.57,16001.5,2039,99020,2.47
UK,North America,2022,January,Eco-tourism,488183,614833.79,149874.65,3166.9,48094.32,31187.12,1894,33981,8.67
France,Australia,2021,March,Adventure,227770,239905.52,295715.19,2942.36,60709.06,7657.14,794,98555,4.23
UK,Western Europe,2020,October,Eco-tourism,491837,177736.65,265523.48,1703.7,175622.8,11632.6,1721,96695,3.6
Spain,Western Europe,2021,September,Leisure,199551,111927.47,98195.42,4604.31,127653.1,47968.57,149,19311,2.5
Germany,Western Europe,2020,October,Adventure,351371,708266.2,281303.33,4222.42,65788.4,11996.11,595,68081,1.27
Germany,Western Europe,2020,June,Medical,429510,229388.9,321303.95,4522.79,41977.56,15870.93,967,14671,8.29
Italy,Australia,2022,May,Eco-tourism,225265,818146.37,221896.71,1036.7,179389.84,10097.34,4240,36845,2.29
Australia,Western Europe,2022,October,Leisure,423184,98460.98,262386.68,3649.37,75219.03,30377.17,2246,6754,6.64
Germany,Western Europe,2021,January,Eco-tourism,310515,639370.31,130114.21,2935.46,165065.51,28094.55,3389,98140,4.61
France,North America,2020,May,Leisure,349091,425246.84,252228.2,2420.75,20083.75,33934.65,1226,96910,2.47
Germany,Australia,2023,March,Adventure,25486,914173.89,357221.52,2516.23,41461.77,27957.34,79,21619,8.96
Australia,Western Europe,2021,July,Leisure,188280,234794.82,408980.54,4114.23,11855.3,5524.89,4874,61854,9.72
Canada,North America,2023,June,Medical,357777,214631.26,412471.17,4759.15,55927.23,31249.62,2548,7365,6.62
Italy,North America,2022,December,Adventure,36088,449866.46,349465.27,2731.76,95335.01,7719.37,1827,65879,1.86
Germany,Western Europe,2023,July,Medical,158226,598181.74,390683.93,2864.35,56406.01,42263.88,1788,56169,2.3
Switzerland,North America,2023,March,Medical,91224,659558.7,491680.52,3386.54,74258.06,5932.18,1087,56824,4.5
Germany,Western Europe,2020,March,Cultural,18272,506620.05,444819.77,1411.44,67975.24,28314.44,3436,18811,5.34
Australia,Western Europe,2023,November,Eco-tourism,280346,153084.21,188740.52,4939.74,177677.34,8717.05,3916,61206,2.92
Canada,Australia,2022,August,Medical,240338,266098.96,292933.22,562.13,69169.43,22862.75,4833,70342,1.31
Australia,North America,2023,January,Leisure,223226,90361.04,284972.41,4339.13,186696.99,31512.12,412,83011,1.18
Canada,Western Europe,2023,March,Leisure,338443,472165.6,316843.11,3249.51,113939.71,43377,2330,99129,7.05
Switzerland,Western Europe,2021,July,Leisure,476893,342915.01,222185.21,1964.26,66312.38,8952.4,2192,16936,8.23
UK,North America,2021,March,Adventure,41267,90581.63,160870.55,3177.27,58151.03,24594.52,3526,9392,2.21
USA,North America,2022,July,Cultural,130035,771154.25,208280.03,787.72,136666.94,28537.38,3776,27113,6.87
Canada,Australia,2020,February,Cultural,167706,742051.86,424904.44,755.95,185393.01,31809.76,3091,98995,2
Spain,Western Europe,2023,May,Cultural,390992,146981.02,299722.79,2746.36,118940.5,9502.72,1076,74761,5.47
Germany,Australia,2022,April,Cultural,469702,917223.76,65711.34,4561.51,115634.92,30141.55,1117,51122,3.93
UK,Australia,2020,March,Medical,37896,321308.64,180872.93,781.18,61252.05,41566.79,3747,1077,8.18
Netherlands,North America,2022,May,Cultural,278257,131627.84,128388.24,3803.64,127103.88,28380.49,3146,89823,7.66
Canada,Western Europe,2022,October,Adventure,24252,229775.13,421541.39,501.36,102729.12,46492.93,2398,91032,1.09
USA,Australia,2020,July,Leisure,487447,21995.07,82766.33,2491.73,84544.08,26755.93,3654,64372,3.67
Italy,North America,2020,April,Adventure,167545,84070.27,451605.57,3159.63,118014.97,20111.87,4171,49339,8.59
UK,Australia,2022,November,Eco-tourism,93948,783775.27,219008.11,3266.5,199164.1,23450.96,2369,46948,2.22
France,Australia,2020,December,Leisure,319136,545994.68,97588.08,2605.21,104697.28,6099.73,4488,22125,9.37
Switzerland,Australia,2021,April,Leisure,357937,455482.17,441516,4896.11,80338.75,25664.41,487,88125,4.7
UK,North America,2023,July,Cultural,468927,224932.83,459760.6,3745.83,156557.51,16946.08,2269,29658,7.53
Spain,Australia,2022,February,Leisure,473606,297960.71,491572.1,4145.35,27466.38,19024.77,3880,47263,9.32
Italy,Western Europe,2022,December,Adventure,255892,820321.91,43447.02,1887.62,85193.65,40559.79,2471,74338,5.24
Switzerland,North America,2023,June,Leisure,270442,387815.73,84781.63,2347.04,113845.96,20666.72,4201,22169,2.49
Spain,Western Europe,2020,August,Medical,371514,423812.81,63283.04,3317.16,174511.93,24822.01,1957,3359,8.48
Spain,Western Europe,2023,March,Medical,312521,598207.71,289452.47,4389.74,118737.21,21401.97,638,44924,8.71
Switzerland,Australia,2020,December,Adventure,27277,361647.88,345463.16,2358.97,10600.56,47839.13,257,24669,9.73
UK,Western Europe,2021,February,Eco-tourism,27385,56327.66,209420.86,1801.95,192570.91,25881.49,1314,36374,6.22
UK,Western Europe,2021,August,Medical,223413,397387.56,329229.58,3058.44,199290.08,5445.15,2359,88955,2.07
